Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Control,Medium Value,205.33563705036096,245.1933664267372,63.13356440181553,86.31596530031032,No
Control,Medium Value,160.84686160916726,183.3689004877136,66.40317677001956,82.87479703453785,Yes
Treatment,High Value,237.3030946963817,365.0590121058514,86.57833501535913,94.89640230794922,No
Control,High Value,222.5415964085337,265.12878599207653,81.28702374812424,92.20870999841934,Yes
Control,High Value,187.6917680853352,229.48699407291008,64.19021233202011,70.56591928292598,No
Treatment,High Value,289.1269848946136,460.42648817357457,81.89903665812604,68.94868094,No
Control,Medium Value,206.09506335452204,250.0272000625505,55.38417907217708,67.63703467210942,No
Treatment,Low Value,199.9681464598933,322.0294118960338,52.96131700846022,44.24613466454074,No
Treatment,High Value,184.9412630968205,292.2603341135612,97.44721698,100.0,No
Control,High Value,208.17604473217528,254.0488835831661,74.88067020740681,65.06044628249865,Yes
Treatment,Low Value,189.2043524255417,301.37482199879395,27.808352128602674,27.38561129461324,Yes
Treatment,Low Value,126.91833081516916,210.4722649,56.713574112620165,57.401008055845175,Yes
Control,Low Value,185.06951605466224,230.2499828812321,59.43715766052114,56.407754927289176,No
Treatment,Low Value,75.33183022,136.3826846901601,76.0,29.23954660346583,No
Control,Medium Value,160.12647837617095,191.96361568422435,69.32203627621105,75.60466861517983,No
Control,Low Value,120.28102650498056,145.6453104964856,53.0076409589344,52.28173071168987,No
Treatment,High Value,162.54153981831325,242.64402268670932,59.90324468943969,77.26420804206133,No
Treatment,Medium Value,262.0785589497614,421.9915868964076,70.58393873658734,82.87184643830197,No
Control,High Value,227.57202576179412,270.82629906977354,85.72853217002705,97.17165162787232,No
Treatment,High Value,247.6180807351132,386.990688580588,67.18589835400586,65.33425495049214,No
Treatment,Medium Value,155.91784163184005,248.5595629367356,62.18512795910424,74.77629825923411,Yes
Control,Low Value,116.65256542424385,145.57484215062743,43.42579034499387,44.15495285023321,No
Control,Medium Value,136.30370959055614,160.8446998646013,68.91784662331413,64.77878156919854,No
Control,Low Value,216.4822505618737,269.007673946628,54.35456803341072,54.55811007078263,Yes
Control,Low Value,146.01000960228697,176.09242943523518,52.360265820649936,61.916492821689694,Yes
Treatment,Low Value,169.76886321608322,261.18674388500466,60.15249832729523,54.04490812601466,No
Treatment,Low Value,223.62862028883376,355.0370033746426,65.45608312774142,67.84242465544163,No
Treatment,Low Value,154.07823086446768,243.05392663885883,46.850387676154384,73.92144865,No
Treatment,Low Value,227.36629014511155,350.75744756361803,48.26379563438801,52.97505197885629,Yes
Control,High Value,187.4446763506006,223.5880584313609,95.0587568146046,100.0,Yes
Control,Medium Value,121.5620463991987,160.83093378011898,72.64457998310213,89.17042149538344,Yes
Control,Medium Value,195.3004073802292,235.95303072305447,61.01406095114268,73.74222964768991,No
Treatment,Medium Value,225.9015560423272,360.2870695070201,67.55251542458053,82.09736031,No
Control,High Value,175.34042523011055,218.3696371431758,96.97501486253168,100.0,Yes
Treatment,High Value,101.30061091924148,150.67938712396327,100.0,100.0,Yes
Control,Low Value,143.07328166502458,173.1876434897399,58.40321326416748,58.306424620955255,No
Control,High Value,155.88915466542636,190.6767415171257,78.40230350525955,87.2351447,Yes
Treatment,Medium Value,178.82156317259842,280.3380434657184,65.64291411843134,54.458405917209205,No
Treatment,Medium Value,146.16223427378924,226.4433987722577,73.08093572095788,72.39600159355994,Yes
Control,High Value,200.6065622217857,238.4722343625708,80.42582810411716,100.0,Yes
Control,Medium Value,160.3548183523653,197.68449578418665,67.46248012620296,66.47096834738453,Yes
Treatment,Medium Value,233.9959095386476,370.36581605703935,87.07425450151807,85.12899931,No
Control,High Value,146.32774688194016,180.51129245181423,87.51754686965234,98.65073652,No
Control,High Value,276.76729146357485,345.1043947,66.66192792738667,83.95466563099907,Yes
Control,Low Value,113.578562745261,145.6898913412731,39.34136973817189,42.48359941188667,Yes
Treatment,High Value,172.27139893893377,269.04179422756266,77.20503089919417,80.09484663040543,No
Treatment,High Value,166.5040553017163,261.0856283517191,85.38361233423797,87.47546238906752,No
Control,High Value,201.7353369796749,237.59692616908976,79.88160735870257,96.51660361636162,No
Control,High Value,225.2829635585771,268.71891124576666,92.44042223,98.97931757485588,Yes
Treatment,Medium Value,110.60055239317474,182.23685241396828,88.64061884323986,82.33406846083012,Yes
Treatment,Low Value,169.68421603953144,272.35737586906663,59.01689053144826,60.50944060683569,No
Treatment,Low Value,169.38686593844014,256.1619417922267,50.19207167881551,63.020983676768495,No
Control,Medium Value,165.2700982424444,194.11543366717547,65.30807983572494,82.13589046738436,No
Treatment,High Value,203.84622026439388,316.89695559556594,74.85028673206665,84.50434922235492,Yes
Control,Medium Value,145.22257938776087,187.28548227480923,71.07286422919469,92.26286708318162,Yes
Treatment,Low Value,145.00410052837685,232.7203850123849,70.75397332446572,76.0,Yes
Treatment,Low Value,116.14786935287026,190.07884545369623,53.01518789951488,63.93031442150917,No
Control,Medium Value,203.84622026439388,243.7668889196661,71.47417313647598,74.55073523137521,Yes
Control,Medium Value,152.48331862349548,185.8843775759332,50.40683123,53.04969355598779,Yes
Treatment,Low Value,145.53041320088064,230.7159988668459,45.37007510696131,52.22838694070344,Yes
Control,High Value,341.43627609720176,417.55735744544114,83.13962967,86.70507835242591,Yes
Control,Low Value,181.4454105310108,221.76458552849928,50.35126431856628,53.984682210138445,Yes
Control,Medium Value,255.8551273450316,312.5543517956994,61.52505666659176,75.90377545,No
Treatment,High Value,134.9345682650773,222.8658351,99.17652177617124,94.77762948787704,No
Treatment,Low Value,147.19401357418795,228.9428582994564,40.410763877151865,45.29477699670896,No
Control,High Value,232.8951955262553,285.0713495743468,84.93525427040666,100.0,Yes
Treatment,Medium Value,211.29852259749933,329.94611822437287,71.43922286566999,79.49444922668148,Yes
Control,High Value,172.0651573386054,211.70926611377104,91.07319837239918,99.96901924953512,Yes
Control,Medium Value,166.3579965945355,202.796811,73.34052191133739,84.81104757920583,Yes
Control,Low Value,186.6352796885041,225.3417940569535,46.630742062223874,60.29749933033146,No
Control,Low Value,207.41309475451408,253.09179878280187,44.95777601849356,61.81892476213488,Yes
Control,Medium Value,298.60074628855807,367.7328735435157,74.15973981949449,90.64661261038306,No
Treatment,Medium Value,168.3160192248015,280.5944118365849,59.26728965560757,68.60987653632345,No
Control,Medium Value,139.78007775401912,171.66648631372016,70.35491579145686,71.86204903,Yes
Control,Medium Value,170.03132320112408,208.98569425399867,70.45544637405006,87.56839634372784,Yes
Treatment,Low Value,187.70569387384563,295.7907218572661,51.92580217,57.57413335348964,No
Control,Medium Value,199.14643909718072,239.4839027633057,52.39377407284874,63.68147102687848,Yes
Control,Low Value,164.40001347792895,209.2055207,52.954703386535066,67.08418459,Yes
Treatment,Low Value,162.30412121576043,256.2747873077675,60.82822306200828,67.15251196297746,No
Control,Low Value,95.73256260556415,124.42699537550142,50.24231730302292,54.809865161559095,Yes
Control,High Value,215.0491384354409,268.2380080706763,70.28330777,57.54546884279471,No
Control,Medium Value,250.6506797328789,309.1921280888613,81.04269491604755,83.43013394072582,No
Control,Low Value,134.8425136864979,162.61890295854317,56.34112458606436,57.91006935542325,Yes
Control,Low Value,107.05163496924489,129.18436408238102,57.342977641514565,70.16732537801566,No
Treatment,Low Value,147.29632907962653,245.1608431217147,41.07716272142002,42.9642958733596,Yes
Treatment,Medium Value,203.84622026439388,316.89695559556594,62.27445069758261,63.53917033972456,Yes
Control,High Value,259.85626199004633,314.4719702125432,84.58372246305991,73.92144865,No
Treatment,High Value,161.82738151082197,261.9530827126145,100.0,100.0,Yes
Control,Low Value,137.2402676165231,164.11679385825698,28.68542587163953,36.558776717653934,No
Control,Low Value,111.8873809984555,134.85857896708944,56.06196740698628,63.88914888137437,Yes
Control,Low Value,206.74118488479576,255.7555693486356,64.55416044838026,59.09706573612755,Yes
Control,Low Value,180.7216382892021,225.5937825673676,58.36634780209116,65.15402363687669,Yes
Control,Medium Value,127.1512016039749,146.3511251693095,77.62103838318637,76.89136628,No
Control,Medium Value,229.21325436823253,274.4998326508542,65.61296678727469,86.98207437617728,Yes
Treatment,Low Value,71.03684958928945,120.40984433068296,45.95067019077364,44.35192128617119,Yes
Control,Low Value,154.09829603573314,188.8802808873137,43.75647018319085,52.95160764706002,No
Treatment,Low Value,184.35911131394977,295.0882339525492,36.54475907597813,36.26861538992137,No
Control,Medium Value,218.54120170108453,271.42545537773776,72.72215158894033,72.99734417395545,No
Control,Low Value,224.36480610832444,274.456334169506,54.96117532033889,70.34231530113372,Yes
Control,Low Value,223.1814207261585,265.7380793368457,60.20616154535301,67.66873702498941,No
Control,High Value,130.55568845130267,157.4227580056415,92.33090496411504,99.23190088,Yes
Control,Low Value,141.50196334146983,169.53391874114504,55.142583807176585,52.60585656,Yes
Treatment,Medium Value,181.0704878416624,296.0853735233002,59.11546701386413,73.09732562773566,No
Control,Low Value,167.24063890585913,200.17742803507912,60.21935746355541,66.75957823376054,Yes
Treatment,Medium Value,146.52501454838637,240.37710522970224,67.32168052535266,71.04705546510263,No
Treatment,Medium Value,263.30431849247185,424.351810736572,73.07600583809104,75.83582785994828,Yes
Treatment,Low Value,211.65379129886875,319.02137945785967,47.32030413056357,46.80156276185382,Yes
Control,Medium Value,168.34845460761684,199.28952769232816,85.71636973763701,92.99720262998856,No
Control,High Value,197.0490807600967,252.1551493536064,83.25089977441199,82.07724632221576,Yes
Treatment,Medium Value,211.5973935,327.89153178805105,77.79810876429784,88.81674346471296,No
Treatment,Medium Value,248.6558205985672,407.4987585,79.15489646051327,95.46173475967517,Yes
Treatment,High Value,162.08399634749716,253.75905333902745,79.82232135278883,79.93593330057868,Yes
Treatment,Medium Value,223.3450414404398,341.3496178,62.10154719820102,62.95666789310125,No
Control,High Value,225.82696638566324,277.88739041121033,87.37750461,100.0,Yes
Control,High Value,161.19120095564918,180.10261298383315,76.57183301924167,60.56067613265729,No
Treatment,Low Value,146.57922861329615,231.5117219380065,49.07871934324438,51.08065207883763,No
Control,Low Value,98.39138892,122.20558670075016,48.66335205073744,62.68822665,Yes
Control,Medium Value,164.44691552661112,201.0719616999297,67.57948555257771,63.71548929422946,No
Control,High Value,247.3728547491024,307.10528229723724,85.01847738621326,97.16209972871847,Yes
Treatment,Medium Value,194.5096391905053,309.9655892,77.15163603027771,90.02980624312671,Yes
Control,High Value,116.65534017746702,132.80121842383508,76.64441279218123,100.0,Yes
Control,Medium Value,158.7791827144598,190.9557434621367,54.16725772544074,63.601588815437545,No
Treatment,Low Value,169.25709619764265,276.77695697201705,52.81704661665108,50.95762624287699,No
Control,Medium Value,256.0016662,319.5399978081232,80.52075433623385,81.16025482166116,Yes
Treatment,Medium Value,186.4904392412478,294.9056841496235,69.30262326299417,72.99882550375365,No
Control,Medium Value,217.23930202519043,263.7057877818804,66.22440227,76.69260051900433,Yes
Treatment,Medium Value,228.06763638537555,357.9250839511263,81.34606428073552,84.67251223577979,No
Control,Low Value,116.56544776460812,134.55019803718542,45.97684092729458,54.20738253003566,Yes
Control,High Value,236.54947184387987,289.4777206323934,87.14670284483667,100.0,No
Treatment,High Value,239.36785067680208,362.1539453415778,100.0,100.0,Yes
Treatment,High Value,234.70104456483523,357.2278453021951,65.21491263397593,76.47740393,No
Control,High Value,250.5078138484989,291.13368311265174,91.24263466326988,85.16072574138285,Yes
Treatment,Medium Value,191.47936497124752,296.24816442764336,71.42182795355718,76.75372696251968,Yes
Control,High Value,193.6814661,225.48520434896128,100.0,100.0,Yes
Control,Medium Value,210.2529827288801,251.30075916900768,71.21280861910037,69.29752157070982,No
Control,Low Value,187.7231616191192,215.48286136914373,62.40276968250819,51.10616352611138,No
Control,Medium Value,188.56944037027785,232.47456585233223,48.67916388584238,18.494431502012983,No
Treatment,High Value,142.07999877677491,214.11477479060107,95.86812840923152,100.0,Yes
Treatment,Medium Value,171.18470800881587,283.42697741500734,81.89351736385221,96.01614394038415,Yes
Treatment,Medium Value,164.0465559031744,276.5354476793363,52.77387549237415,60.63095609524546,No
Control,High Value,251.5384129732232,308.20072803774747,98.00745453675268,87.08343003050307,No
Control,Medium Value,232.59246553901184,266.8030008,59.775140625306825,60.26226469930888,Yes
Control,Low Value,127.17921100035448,151.45491537592235,52.28565459254165,60.008719227865086,No
Treatment,High Value,183.9882527133112,292.2577878750896,78.71524407714845,69.76322822,Yes
Treatment,Medium Value,162.9743997231765,249.33994936348552,50.22541410028389,60.33965871068254,No
Treatment,Low Value,256.0901660559366,406.64851706171646,61.45718395207588,66.67128823792743,Yes
Treatment,High Value,190.34286254647668,290.55577561506544,90.1647650212838,96.20376638,No
Control,Medium Value,124.2539070960743,148.88968160508458,78.43911405751327,69.43166584092953,No
Treatment,Low Value,202.9540692875624,315.3737086790322,47.80077219314589,55.94919453451418,No
Control,High Value,101.6582556074988,124.41602525945552,91.1177756389002,91.68866639462554,Yes
Treatment,Medium Value,238.5691269001304,368.33964828622,73.63004041,58.90372206702315,No
Control,Low Value,167.9117729410313,208.19098249666672,57.19461647668682,64.54716869682906,No
Control,High Value,111.00955075223172,119.32489250965362,100.0,48.13359551615755,No
Treatment,Low Value,173.11892467318742,265.3253241943204,60.9533678,73.01166439773361,Yes
Treatment,Low Value,297.49579056352803,458.0087612860492,22.2024412848934,19.597874028082835,Yes
Control,High Value,191.7803034280464,223.5134011093208,68.82243368571842,61.49827466057202,No
Treatment,Medium Value,81.56498539414358,129.63207232619897,64.01276122968977,72.54245141298262,Yes
Treatment,Medium Value,209.26982130179945,307.0533108401762,70.34103808701505,81.44398501476519,Yes
Control,High Value,248.1418197745168,301.0170780871503,67.23483066970132,93.74663143835608,No
Treatment,Medium Value,214.5454072554364,351.09056988525623,62.78513998215238,54.14476996836326,Yes
Control,Low Value,154.92667068226066,169.6144974,62.18389869934333,72.04867245,No
Treatment,Medium Value,210.4399796962153,340.23088000483165,69.45030182438188,63.25892088266154,No
Treatment,High Value,183.16743260014545,308.55131641531113,99.94261897946768,98.72175982294934,No
Control,Low Value,205.79812453956023,254.93888107219425,49.85524416472683,41.124380529275925,Yes
Treatment,Low Value,203.33101232825425,321.2999588961396,52.03479443408935,70.59395179809387,No
Control,High Value,132.80731087482587,167.05659567678217,79.52000307854193,71.08524075608713,Yes
Control,High Value,221.1095966248184,271.2768086411984,78.44068690931161,81.30316129,Yes
Control,High Value,215.2015951,261.82114101297213,100.0,100.0,Yes
Control,Medium Value,243.52958660728217,290.9923903,73.02831404528833,67.58387595753292,No
Treatment,High Value,226.7646538719572,360.15064328563744,91.90306765821884,100.0,Yes
Treatment,Low Value,198.7794241,305.9127276300324,56.808991723475245,63.08908302212118,No
Control,Low Value,166.47197223631483,201.11734945082327,54.26896985563335,63.55589563647226,Yes
Control,High Value,198.28871682377337,248.43397416448943,78.03524459713809,88.69883909929162,Yes
Treatment,High Value,205.3072370727901,330.77133948285405,90.68245778,98.8349788212614,Yes
Treatment,Low Value,115.43570473275378,181.99749599210816,28.954474449683985,37.15256332666132,No
Control,Low Value,253.0775500292544,307.3905048,52.50227357707319,62.11402250275928,No
Control,Low Value,195.0681888420752,237.78229978718028,40.75855789759041,41.92043713575658,Yes
Control,Low Value,155.3185607198378,184.5432435430299,47.07197582573887,50.03205403707579,No
Control,Low Value,162.23154273799042,192.48875213764808,51.81787269892909,64.06171280705529,Yes
Treatment,Low Value,139.31574284357353,219.5689683691158,63.36984754097697,64.04564612881559,Yes
Treatment,Low Value,120.26327307098842,203.5109495932454,45.18408144715889,51.09021924510191,No
Control,Low Value,129.15816358611033,156.3390558996374,50.8246301,52.79039602454682,No
Control,Medium Value,155.95580602600728,190.9755993186189,74.46307571633129,84.38591388955813,No
Control,Low Value,176.20986992288394,218.1322581028279,52.63528852195865,43.98370236052868,No
Control,Low Value,116.89462712690532,143.75279851027753,50.97209681952802,72.27683509863208,No
Treatment,Low Value,150.13322728642382,239.21778932703936,53.721905480749626,60.89732789597379,Yes
Control,Medium Value,204.3794812130592,238.088428827542,58.133678280000574,74.14351695948149,No
Control,Low Value,114.42941696987488,135.78129901857938,65.02134942766386,61.93248440014319,No
Control,Medium Value,104.52839233162028,122.99958039229358,63.311181008260455,69.17549607181306,No
Treatment,Medium Value,230.28612912577395,359.54767052579814,59.30186846565818,43.73910651546875,Yes
Treatment,Medium Value,178.82590192681664,274.49410391144363,84.17040163448148,68.42509623234054,Yes
Treatment,High Value,300.94382942445327,475.7081698065332,97.7720822822648,93.24968941,Yes
Control,High Value,182.024308580814,218.3155436838616,70.46120306,68.89813181224288,Yes
Treatment,High Value,153.97862049777524,246.3176247,95.7466724224592,100.0,No
Control,Low Value,172.05066737004373,212.23023635476352,48.68123519858735,51.34507475205581,No
Treatment,Low Value,148.75655948574385,223.2488024761484,42.59017635704446,38.85175497337084,No
Treatment,Medium Value,195.69279094780072,303.7132977983622,62.08661992846066,82.20040224534111,No
Treatment,Medium Value,203.7524815564205,322.4799516296661,28.311162320435187,99.11459951344162,Yes
Treatment,Low Value,207.67497543127664,322.4644141274741,45.488338444737245,55.51102885014362,Yes
Control,Low Value,230.8217558046753,273.5865268187161,45.72864928291445,47.90729150251914,No
Treatment,Low Value,125.62084643103634,209.50891076794449,67.88988678050377,64.55269047332722,Yes
Control,Medium Value,289.43498519938134,354.2656849914228,72.75720622369144,66.97522038416824,No
Treatment,Low Value,110.4952390795907,182.80574529956377,51.571447869177874,67.60593873956842,Yes
Control,Medium Value,131.0701514154086,160.72120367935273,59.50555427816578,60.560335734298256,No
Control,Low Value,187.0514442407004,220.00489366051548,46.34870552,46.33707428649061,No
Control,Medium Value,121.90760871687948,146.5244670305438,57.22017916229869,60.60415863696647,No
Treatment,Medium Value,142.22618124717724,227.3496500136198,71.93384642277442,94.21137548641246,Yes
Treatment,Medium Value,105.96839108422544,168.2455361179394,68.16418110930421,82.45087226685989,No
Treatment,High Value,206.8684424677739,321.9170880126433,78.75826015,84.43113618736409,Yes
Treatment,Medium Value,114.18443782864009,179.6684028414025,61.87358994411985,62.27874165736273,No
Treatment,Medium Value,172.1897954426375,271.2925914542977,88.03383234385457,100.0,Yes
Control,Medium Value,31.024395717144664,35.50054586300189,85.76854344204139,23.76798128562977,No
Control,High Value,217.3235584880013,266.84793098156695,86.13082277819477,77.82467857661914,Yes
Treatment,High Value,187.7095679,293.8875358982333,100.0,100.0,No
Treatment,Medium Value,259.1507951570444,409.47689034734987,58.27622352803391,51.71351127942447,No
Treatment,Low Value,210.1539417120381,327.8874251269359,52.41502510097211,54.76746804011931,Yes
Control,High Value,142.88435664595832,175.16289589938535,65.40113660143456,78.94882457853903,Yes
Treatment,Low Value,174.87673129518015,272.6140917094101,57.50346736898959,60.687678702795225,Yes
Treatment,High Value,208.9153335862921,337.5698853773167,74.58293680665432,87.84649498250435,No
Treatment,High Value,222.5385040354608,356.5584270491813,85.66077728606423,100.0,Yes
Control,Low Value,156.7637011023794,202.97326327033977,57.38130749122637,55.10752591033585,Yes
Treatment,Low Value,202.5354639558401,321.20646824830226,46.31057708522293,54.82425454922164,No
Control,Low Value,64.52034322235386,83.73656860802106,54.93791260847982,64.34006022955978,Yes
Control,Low Value,186.3321389844566,222.8275736595132,59.41856870393536,67.44356601419426,Yes
Control,Low Value,200.68659880402868,238.51253592921768,57.50865889120967,50.89254891,Yes
Treatment,Medium Value,198.3173527675993,307.4563521132748,70.24902619495936,58.58429565988233,Yes
Control,Low Value,67.39883933970499,70.43395920401541,50.32717363537117,49.58264503,No
Control,Medium Value,186.25477314884284,232.4012912627448,74.78619440654046,59.91260642454992,No
Treatment,Low Value,203.8859091349524,331.4818846258338,49.72757050565636,51.831910611288016,Yes
Control,Medium Value,186.38331328340576,225.4361139711764,65.49483057669602,60.60605980109848,No
Control,Medium Value,133.16182377568742,158.31841559491602,69.60557718108922,66.27898922549996,Yes
Control,Medium Value,225.8505802935969,279.0972220327829,71.88867694328788,85.35464985813836,No
Treatment,Low Value,109.76880417570052,183.45316156896985,54.40238954877217,67.74068844173674,Yes
Treatment,Low Value,183.12254970292904,274.6929621795932,48.39140959427931,51.445112718435205,No
Treatment,High Value,164.1706474590856,251.13269382537908,76.00297352554668,59.70960976845882,Yes
Treatment,High Value,184.1713138,270.9652899813308,100.0,100.0,Yes
Control,High Value,104.76332877865984,128.19876266116802,58.33694797248317,66.31678506252403,No
Control,High Value,218.15819575269816,268.0917524,88.16604386551495,96.79117807611595,No
Control,Low Value,231.50779337872947,280.7434401732806,49.87446181611255,69.84301405342242,No
Control,Medium Value,264.8543438323708,316.8960645044161,59.08331142363971,69.91406433313867,Yes
Treatment,High Value,201.72150450921137,322.43108637584174,70.24902619495936,100.0,No
Treatment,Low Value,146.94242786500396,214.3055879245874,49.87605099483181,61.94714204354265,Yes
Control,Low Value,90.04834637,107.89031964088844,56.62848892845628,54.617067494857885,No
Treatment,Low Value,129.6869800883929,208.19445022548092,52.46867586587067,50.91007214086062,Yes
Control,Medium Value,136.09737590431106,162.63216724110345,70.29451002453831,64.12214085132938,Yes
Control,Medium Value,210.86174957655345,274.2820720852784,82.70720577640265,86.98484792053833,Yes
Control,Medium Value,162.0572039419649,202.84120212324967,69.97643178965046,67.20852694186775,Yes
Control,Medium Value,85.44314093260463,93.37365750829836,40.10886313815521,44.77792538906119,No
Treatment,Low Value,270.2768563795205,419.5405244704865,51.11420149,64.51901740641372,Yes
Treatment,Medium Value,162.82961741451217,250.11896045272889,66.78581286323671,78.15374106,Yes
Control,High Value,295.40313720980936,363.6423280004498,64.98831441,73.92144865,No
Control,Low Value,143.96851820932056,170.10731317338306,46.360710061338914,50.40138342095511,Yes
Control,Low Value,202.93750964647853,245.56252944048623,69.11275414648539,76.0,Yes
Treatment,Medium Value,186.7846307241041,291.07763686055205,73.07401232871105,89.58559554,Yes
Treatment,High Value,168.16017929298033,277.9049471892475,84.3903254,92.66309979,No
Control,Low Value,234.30616379248136,279.88944496402064,47.031232761202325,41.24554005473715,No
Treatment,Low Value,156.1560149770743,244.5849986763418,50.205504034642615,43.19601891114317,Yes
Control,Medium Value,279.2970112139911,336.82581134278155,78.05473826640993,67.08688933941366,No
Treatment,Low Value,137.82033553551554,209.2831370163269,56.96457886296436,49.55050673681083,No
Control,Low Value,123.8562517742221,148.48341231366211,56.87780636584991,64.47097873726078,No
Treatment,Low Value,216.93785154637024,347.7783569487456,39.94110774929919,48.57643055,No
Control,Medium Value,174.2131876,211.68150085895425,75.58084226567564,100.0,Yes
Control,Medium Value,175.25356797288902,211.5551905132495,52.28144735287129,72.51699229269495,No
Control,High Value,196.5831645494166,224.38214712837532,71.48199153904439,63.93810574328263,Yes
Treatment,Low Value,226.09376077775704,348.2546181582496,64.98833502655883,70.59524350309859,Yes
Control,Low Value,277.5373318110808,335.4718119766797,46.97051012569736,42.74782367111697,No
Control,High Value,237.7051949105617,287.21746147740083,87.95186785467435,100.0,No
Treatment,Low Value,97.64041247397503,151.43499038954835,60.43166507931227,76.0,No
Control,Low Value,169.8467172419711,191.6647229524275,56.08233014,70.73707146679753,Yes
Control,High Value,112.7001195926748,141.75614907389726,93.65564828671786,95.30090670499976,Yes
Treatment,Medium Value,262.9284438413929,408.6921644132661,71.41424125021976,60.33369937023272,No
Treatment,Low Value,165.19327106972148,268.6638140971944,55.55019638740204,56.57428723635209,No
Control,High Value,116.87005613977875,145.0712035820282,77.15334236,100.0,Yes
Control,Low Value,275.3802780592763,337.72711723509383,64.79090889110135,73.97267571,Yes
Treatment,Low Value,253.57038389082552,399.9552094206797,50.48048849,55.07233682634764,No
Control,Low Value,111.88940235590448,131.96288030582474,54.56467004548426,62.63453193922409,Yes
Treatment,Low Value,209.34797666612388,337.36628323068805,52.24397786620701,51.728553799461146,Yes
Control,Medium Value,160.1012838573299,192.83333643443305,60.49267022240832,28.02568681062501,Yes
Treatment,High Value,316.4492910052046,491.7262590813907,93.77824419340612,100.0,No
Control,High Value,172.99700914547884,219.48089932870204,96.67086567734978,100.0,Yes
Treatment,Medium Value,126.85719758138806,202.90138721579868,72.37843393802434,78.28749436547274,Yes
Treatment,High Value,205.11044437374,316.2047568541635,100.0,100.0,Yes
Control,Medium Value,204.3233551380031,248.92648195413787,66.07549374386149,59.353098259665146,No
Treatment,Low Value,199.77650109619563,321.45741392432853,55.07173473611215,57.30911370286418,Yes
Control,Medium Value,143.46225993814272,165.41371899749032,68.54275110423626,76.38535926350292,No
Control,Low Value,150.6891108612517,175.14545152975887,50.43907068913804,59.77718810712514,Yes
Treatment,High Value,194.2038659394701,297.53612391548774,84.11013898306358,75.33658477872359,No
Control,Medium Value,197.24621137832463,242.30923270018232,70.92575018181584,94.56256146999468,Yes
Control,High Value,197.1775768118489,240.5566202404804,81.86464093730565,97.60499826222512,No
Control,Medium Value,286.173009,339.55294173924807,84.92209895682537,73.92144865,No
Control,High Value,215.37206998024385,264.6752517,83.54659238729131,94.46339444175584,Yes
Control,Low Value,177.0487707312016,213.68178760461527,67.58757970051323,54.445497485314405,No
Treatment,High Value,249.8128466344561,395.9821385559085,100.0,100.0,No
Control,Medium Value,217.30756482933447,267.5731309292019,70.77720866487338,76.16095563000681,Yes
Control,Low Value,126.2912826357995,157.8044738021489,57.22979733529616,66.05857695181193,No
Treatment,High Value,239.79662071335355,381.15959161503054,70.74078282957039,73.92144865,Yes
Treatment,High Value,305.7545409,480.0835660064788,95.99331373801677,73.92144865,Yes
Control,Medium Value,207.88369418210408,242.47979535846807,76.02992721992115,77.86255755225861,No
Control,High Value,299.4227004998042,363.2370084759246,98.50618332594024,100.0,No
Treatment,Low Value,176.02453835354635,278.07049719806696,62.30343571396633,57.406865266560445,No
Treatment,Low Value,155.27975395529722,246.0480642705698,62.07805351032096,67.17643108616834,Yes
Treatment,Medium Value,237.3099913746928,363.83909327381866,72.55802679784618,78.77723789124622,Yes
Control,Low Value,144.7050282310329,166.12540646886427,51.173697967531005,60.321184157677024,Yes
Treatment,Medium Value,215.3393100784352,331.5344084642105,79.31482058296068,91.50848934010833,No
Treatment,High Value,357.73524893344074,548.6685488858475,100.0,91.47833194,Yes
Control,Low Value,165.2845571649176,196.93097158708795,50.63392894034234,52.391674086045285,No
Control,Medium Value,171.683372,209.54276789359847,69.37249873762072,80.26238921214184,No
Treatment,High Value,170.8245342890275,260.84306570900804,86.5239365,75.49829662,No
Control,Medium Value,259.16336610799766,304.5130310675102,58.58951772639392,63.84018816545782,No
Control,Medium Value,205.8394678986026,245.04071706168511,75.41119561483855,85.62083715387358,No
Control,Medium Value,152.72906561488404,182.3321916008373,64.83480093319724,72.94498874,No
Treatment,Low Value,118.2259333061104,188.9637036623688,58.80502410007181,59.06303669320474,No
Treatment,Low Value,96.18865570908956,134.5370185231838,64.03393599896008,54.29048002,No
Treatment,Medium Value,200.26307636475417,303.62162628622855,73.80036817467808,84.22168869220255,Yes
Treatment,Medium Value,103.0114604552664,178.2256461529742,71.66581641,67.71294502005675,Yes
Treatment,Low Value,278.64606446296426,439.7118036954416,49.00586432320726,42.21036112952263,Yes
Treatment,Medium Value,217.9486822950929,334.8435746699756,79.18267651697016,80.87411123238282,Yes
Treatment,Medium Value,201.0063828534537,315.7024521371808,49.81189758085071,43.60755237823322,Yes
Treatment,Low Value,120.79146582416752,192.13964610478413,60.035813969809695,69.87258822244318,No
Treatment,Low Value,162.03632757547865,259.1680200316616,52.968848652995135,55.99988192727977,Yes
Treatment,Medium Value,182.9553651886916,284.1331347634767,55.321221572373446,64.64155467108868,No
Treatment,Low Value,209.3636543967896,316.1766558906591,55.24290888990331,41.68939118888317,No
Treatment,High Value,178.4084861074101,284.2688797032749,89.21621652657214,93.40684649017042,No
Treatment,Low Value,176.0231588013451,271.3553989966526,57.21134217857195,59.43361457481931,Yes
Control,Low Value,214.2028021695881,265.8331863,55.71919231682634,46.217581448896446,No
